order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
7688550621,42844,17-06-2023 13:22,17-06-2023 13:36,14,2.41,Slightly Delayed,Traffic
8136924486,19021,01-02-2023 00:35,01-02-2023 00:51,16,2.96,Significantly Delayed,Traffic
453863902,16608,22-11-2025 05:29,22-11-2025 05:38,9,3.06,Slightly Delayed,Traffic
9505973206,87559,26-10-2023 12:59,26-10-2023 12:55,-4,2.5,On Time,
6105081432,42363,06-11-2023 02:18,06-11-2023 02:25,7,2.77,Slightly Delayed,Traffic
3160750842,86620,08-08-2025 18:34,08-08-2025 18:36,2,4.6,On Time,Traffic
7599967501,61321,05-06-2025 07:40,05-06-2025 07:38,-2,1.71,On Time,
6638122565,61718,03-07-2023 03:21,03-07-2023 03:22,1,0.88,On Time,Traffic
2230376740,11167,10-01-2024 04:16,10-01-2024 04:13,-3,2.71,On Time,
1088293831,71354,22-02-2025 01:24,22-02-2025 01:33,9,4.47,Slightly Delayed,Traffic
9159572695,46668,17-02-2023 21:52,17-02-2023 21:55,3,4.3,On Time,Traffic
7128458796,76510,23-01-2025 02:33,23-01-2025 03:02,29,1.2,Significantly Delayed,Traffic
1063581973,50465,07-06-2023 20:59,07-06-2023 20:58,-1,4.81,On Time,
4527460878,32466,16-09-2023 12:26,16-09-2023 12:36,10,2.62,Slightly Delayed,Traffic
1528200385,60837,11-10-2024 07:28,11-10-2024 07:38,10,3.56,Slightly Delayed,Traffic
4114181733,70552,02-08-2024 07:24,02-08-2024 07:26,2,0.98,On Time,Traffic
1558174015,47489,16-12-2024 02:38,16-12-2024 02:36,-2,3.36,On Time,
4314532308,25787,16-05-2023 20:48,16-05-2023 20:53,5,4.96,On Time,Traffic
3685009099,9490,04-06-2025 19:17,04-06-2025 19:22,5,3.32,On Time,Traffic
8223599296,88907,16-06-2024 06:22,16-06-2024 06:29,7,2.63,Slightly Delayed,Traffic
5943794120,81957,06-06-2023 22:20,06-06-2023 22:18,-2,4.85,On Time,
7440359294,2360,15-11-2024 22:16,15-11-2024 22:17,1,4.42,On Time,Traffic
1645944070,69633,01-08-2025 01:40,01-08-2025 01:55,15,2.66,Slightly Delayed,Traffic
3615070819,53485,02-03-2025 14:40,02-03-2025 14:54,14,3.98,Slightly Delayed,Traffic
9321603420,39171,14-10-2024 13:32,14-10-2024 13:33,1,4.37,On Time,Traffic
2369402020,94202,22-07-2025 15:11,22-07-2025 15:09,-2,4.55,On Time,
8049059209,91541,26-02-2024 10:42,26-02-2024 10:43,1,3.19,On Time,Traffic
7068025686,14701,25-03-2023 00:25,25-03-2023 00:29,4,3.54,On Time,Traffic
9898046967,85946,06-03-2023 21:18,06-03-2023 21:27,9,3.57,Slightly Delayed,Traffic
1168686970,94082,31-12-2023 22:21,31-12-2023 22:20,-1,2.51,On Time,
9246528091,24566,28-04-2025 01:50,28-04-2025 01:50,0,2.9,On Time,
4411809648,5783,03-03-2023 15:04,03-03-2023 15:06,2,3.66,On Time,Traffic
8474746406,56730,01-10-2023 20:08,01-10-2023 20:06,-2,2.34,On Time,
2712078963,3349,11-04-2024 12:32,11-04-2024 12:27,-5,4.85,On Time,
9361542894,12876,26-05-2025 03:23,26-05-2025 03:21,-2,2.14,On Time,
3587625775,41412,22-01-2024 03:04,22-01-2024 03:25,21,4.34,Significantly Delayed,Traffic
6466055801,10168,08-06-2024 09:53,08-06-2024 10:22,29,0.71,Significantly Delayed,Traffic
2047932078,79219,18-04-2025 08:43,18-04-2025 09:08,25,1.46,Significantly Delayed,Traffic
8667357862,46170,24-07-2023 20:00,24-07-2023 19:55,-5,1.39,On Time,
9117963087,48971,21-12-2025 09:04,21-12-2025 09:30,26,2.28,Significantly Delayed,Traffic
162069675,91700,25-02-2025 04:31,25-02-2025 04:33,2,0.62,On Time,Traffic
9016247559,1522,15-05-2024 13:09,15-05-2024 13:06,-3,1.6,On Time,
8881005392,65892,08-03-2025 03:25,08-03-2025 03:29,4,4.78,On Time,Traffic
4517790954,70933,22-05-2023 16:34,22-05-2023 16:49,15,3.27,Slightly Delayed,Traffic
3022282000,11859,10-06-2024 07:38,10-06-2024 07:37,-1,3.81,On Time,
4476686765,91187,26-10-2024 17:10,26-10-2024 17:11,1,4.48,On Time,Traffic
9335871979,39013,23-06-2024 00:38,23-06-2024 00:53,15,2.51,Slightly Delayed,Traffic
5778958631,32305,27-10-2024 06:35,27-10-2024 06:37,2,1.66,On Time,Traffic
8220376870,18718,19-12-2025 14:42,19-12-2025 15:04,22,2.16,Significantly Delayed,Traffic
3502089445,66404,14-08-2023 01:16,14-08-2023 01:12,-4,2.41,On Time,
8132628767,92402,07-07-2023 14:10,07-07-2023 14:09,-1,1.03,On Time,
6837641518,33279,19-11-2025 05:19,19-11-2025 05:23,4,4.05,On Time,Traffic
390419174,41906,16-05-2025 23:59,16-05-2025 23:58,-1,3.46,On Time,
9556234277,82613,19-11-2025 02:01,19-11-2025 01:58,-3,3.09,On Time,
6453553524,94117,10-12-2023 02:53,10-12-2023 02:53,0,2.33,On Time,
4546854176,64863,26-01-2023 20:06,26-01-2023 20:03,-3,3.53,On Time,
1720004900,65288,07-01-2025 21:35,07-01-2025 21:35,0,1.72,On Time,
2278331170,85125,25-06-2025 07:43,25-06-2025 07:50,7,4.82,Slightly Delayed,Traffic
3171305991,68002,22-10-2024 09:50,22-10-2024 09:45,-5,1.42,On Time,
2313275040,22766,14-09-2023 23:48,14-09-2023 23:52,4,4.05,On Time,Traffic
8912007059,5248,08-09-2023 01:38,08-09-2023 01:36,-2,2.15,On Time,
4437247179,53958,01-12-2024 07:58,01-12-2024 08:25,27,2.56,Significantly Delayed,Traffic
6824938623,39633,28-06-2024 03:54,28-06-2024 03:49,-5,2.81,On Time,
3382605717,4948,21-05-2024 09:53,21-05-2024 10:02,9,4.29,Slightly Delayed,Traffic
7897570002,62334,10-09-2023 00:42,10-09-2023 00:41,-1,4.24,On Time,
1674418274,29013,03-08-2023 16:08,03-08-2023 16:14,6,4.36,Slightly Delayed,Traffic
5987528435,61272,29-05-2025 19:54,29-05-2025 19:51,-3,2.8,On Time,
6005473660,98788,12-12-2024 04:15,12-12-2024 04:14,-1,2.21,On Time,
3159393332,70277,03-02-2024 11:19,03-02-2024 11:18,-1,1.47,On Time,
9243697332,75636,14-01-2023 05:43,14-01-2023 05:56,13,2.84,Slightly Delayed,Traffic
8461936041,63165,12-02-2024 08:18,12-02-2024 08:15,-3,1.68,On Time,
9756379848,82209,07-08-2024 01:38,07-08-2024 01:36,-2,4.43,On Time,
5374719005,80193,29-08-2025 12:19,29-08-2025 12:21,2,4.62,On Time,Traffic
8887213268,47222,23-05-2023 08:21,23-05-2023 08:48,27,4.42,Significantly Delayed,Traffic
4056103726,53803,19-09-2023 00:16,19-09-2023 00:35,19,0.83,Significantly Delayed,Traffic
203377790,26467,25-12-2023 18:25,25-12-2023 18:30,5,0.99,On Time,Traffic
7715396492,76131,13-02-2024 02:06,13-02-2024 02:21,15,2.61,Slightly Delayed,Traffic
3587197158,78308,12-04-2025 08:46,12-04-2025 08:43,-3,3.4,On Time,
5961553520,90891,27-06-2023 08:32,27-06-2023 08:45,13,3.89,Slightly Delayed,Traffic
5981572920,34894,31-03-2023 12:00,31-03-2023 12:03,3,3.17,On Time,Traffic
650999052,30316,14-06-2025 14:09,14-06-2025 14:11,2,1.79,On Time,Traffic
6416858283,67929,02-10-2024 23:04,02-10-2024 23:17,13,1.07,Slightly Delayed,Traffic
2749871395,91776,23-07-2024 12:40,23-07-2024 13:10,30,0.59,Significantly Delayed,Traffic
6014478305,5261,23-02-2023 10:31,23-02-2023 10:46,15,2.64,Slightly Delayed,Traffic
7931679544,17926,18-10-2023 11:33,18-10-2023 11:39,6,0.68,Slightly Delayed,Traffic
9690095493,81954,13-02-2024 17:05,13-02-2024 17:15,10,4.02,Slightly Delayed,Traffic
4035045706,12158,02-12-2023 18:50,02-12-2023 18:58,8,1.16,Slightly Delayed,Traffic
9205972817,3142,22-11-2025 21:52,22-11-2025 21:51,-1,3.71,On Time,
2149351157,69159,13-01-2023 05:38,13-01-2023 05:36,-2,0.96,On Time,
180247214,63704,01-07-2023 05:13,01-07-2023 05:26,13,3.62,Slightly Delayed,Traffic
7216177206,34099,14-09-2023 01:00,14-09-2023 01:03,3,1.41,On Time,Traffic
3711724416,38262,23-10-2023 13:40,23-10-2023 13:38,-2,4.65,On Time,
688777496,7032,31-01-2025 21:06,31-01-2025 21:19,13,3.81,Slightly Delayed,Traffic
9889335086,99792,20-06-2024 18:55,20-06-2024 19:07,12,3.64,Slightly Delayed,Traffic
6973836272,17619,27-04-2023 08:12,27-04-2023 08:26,14,3.11,Slightly Delayed,Traffic
7255448578,20155,26-07-2024 08:54,26-07-2024 08:49,-5,2.48,On Time,
7545698061,93387,25-02-2024 19:56,25-02-2024 19:57,1,1.44,On Time,Traffic
3326827018,61345,19-12-2025 08:51,19-12-2025 08:51,0,3.7,On Time,
3828248221,81983,05-11-2025 03:59,05-11-2025 03:55,-4,3.03,On Time,
677274959,75203,08-09-2023 23:32,08-09-2023 23:32,0,4.68,On Time,
3786622174,9082,09-09-2023 08:32,09-09-2023 08:36,4,0.55,On Time,Traffic
9454998800,51331,18-07-2025 23:06,18-07-2025 23:09,3,3.73,On Time,Traffic
1672372884,90393,08-09-2025 06:02,08-09-2025 06:00,-2,4.37,On Time,
7063208528,99406,20-05-2025 03:44,20-05-2025 03:39,-5,2.56,On Time,
1565981818,91941,05-10-2024 07:34,05-10-2024 07:33,-1,4.97,On Time,
3000430139,31421,24-05-2024 23:42,24-05-2024 23:47,5,1.06,On Time,Traffic
1096899737,22001,21-12-2024 19:07,21-12-2024 19:06,-1,3.51,On Time,
9084884100,46054,18-09-2025 14:07,18-09-2025 14:09,2,1.94,On Time,Traffic
6465331950,62058,13-02-2023 02:42,13-02-2023 02:38,-4,1.24,On Time,
7470919205,647,10-12-2024 22:29,10-12-2024 22:27,-2,2.51,On Time,
3448916305,39543,25-07-2024 04:13,25-07-2024 04:08,-5,1.22,On Time,
7103179955,58290,01-12-2025 07:51,01-12-2025 07:57,6,4.32,Slightly Delayed,Traffic
2393039625,8130,27-12-2023 03:53,27-12-2023 03:56,3,0.96,On Time,Traffic
8478460657,51579,14-12-2024 18:42,14-12-2024 18:39,-3,1.98,On Time,
2516677839,25955,24-02-2024 00:26,24-02-2024 00:27,1,0.96,On Time,Traffic
7662755712,2081,06-07-2023 06:43,06-07-2023 06:47,4,2.9,On Time,Traffic
4845473926,92613,05-03-2025 16:51,05-03-2025 16:58,7,3.62,Slightly Delayed,Traffic
1632076923,54106,16-07-2025 12:23,16-07-2025 12:26,3,0.71,On Time,Traffic
3822525507,32054,27-12-2023 12:03,27-12-2023 12:03,0,2.97,On Time,
3820038305,77479,18-05-2023 03:17,18-05-2023 03:16,-1,3.1,On Time,
7664099368,4655,27-02-2025 17:11,27-02-2025 17:06,-5,0.88,On Time,
2633768027,13695,14-11-2024 00:31,14-11-2024 00:27,-4,1.98,On Time,
3882016816,67752,12-11-2024 11:50,12-11-2024 11:57,7,2.19,Slightly Delayed,Traffic
188232316,69642,07-05-2024 14:27,07-05-2024 14:56,29,3.23,Significantly Delayed,Traffic
1865810615,16909,07-01-2024 13:04,07-01-2024 13:07,3,3.21,On Time,Traffic
2096344470,17609,06-10-2023 01:17,06-10-2023 01:27,10,1.26,Slightly Delayed,Traffic
1581637128,62277,27-02-2024 09:49,27-02-2024 09:47,-2,4.8,On Time,
1883643260,91964,22-08-2024 07:41,22-08-2024 07:36,-5,3.91,On Time,
3870969659,79566,13-02-2024 13:13,13-02-2024 13:15,2,1.08,On Time,Traffic
7908198321,91185,08-01-2023 09:05,08-01-2023 09:01,-4,3.65,On Time,
6917510130,45442,25-03-2023 10:59,25-03-2023 11:03,4,2.42,On Time,Traffic
6248513260,66893,12-09-2023 07:50,12-09-2023 07:56,6,3.59,Slightly Delayed,Traffic
5254778353,87118,31-10-2023 08:57,31-10-2023 09:02,5,2.63,On Time,Traffic
6472236700,31484,05-06-2023 01:46,05-06-2023 01:46,0,1.13,On Time,
2968613952,30792,06-04-2025 10:39,06-04-2025 10:40,1,0.53,On Time,Traffic
4432729766,43884,04-07-2025 09:39,04-07-2025 09:39,0,1.17,On Time,
8278096430,77515,19-12-2025 16:03,19-12-2025 16:03,0,2.02,On Time,
4248994911,72200,11-04-2023 12:13,11-04-2023 12:23,10,4.05,Slightly Delayed,Traffic
8357708755,35620,23-04-2023 13:59,23-04-2023 14:06,7,4.64,Slightly Delayed,Traffic
6100810590,20373,09-06-2024 13:36,09-06-2024 13:51,15,3.4,Slightly Delayed,Traffic
3301673791,45240,18-10-2025 08:16,18-10-2025 08:20,4,3.29,On Time,Traffic
911011763,8566,09-05-2023 22:05,09-05-2023 22:07,2,2.88,On Time,Traffic
4988485366,22438,28-02-2024 11:55,28-02-2024 12:00,5,1.08,On Time,Traffic
2939165646,35496,03-02-2024 12:11,03-02-2024 12:06,-5,1.56,On Time,
6474562438,66416,02-09-2025 13:35,02-09-2025 13:39,4,3.27,On Time,Traffic
6309085074,24623,21-10-2023 06:01,21-10-2023 05:56,-5,2.62,On Time,
690509817,64738,18-08-2024 18:24,18-08-2024 18:34,10,0.53,Slightly Delayed,Traffic
9622736912,8473,26-03-2024 19:54,26-03-2024 20:23,29,2.56,Significantly Delayed,Traffic
6054118898,11866,06-03-2023 04:26,06-03-2023 04:28,2,4.66,On Time,Traffic
4400715747,51587,02-06-2023 04:32,02-06-2023 04:38,6,1.22,Slightly Delayed,Traffic
487395123,93665,10-06-2024 13:17,10-06-2024 13:19,2,0.87,On Time,Traffic
9784460191,59008,02-05-2024 08:58,02-05-2024 09:02,4,3.44,On Time,Traffic
8673168189,46235,18-04-2025 15:36,18-04-2025 15:51,15,0.58,Slightly Delayed,Traffic
6560539182,41518,18-04-2025 01:10,18-04-2025 01:13,3,2.83,On Time,Traffic
2037538962,71059,13-05-2024 08:24,13-05-2024 08:25,1,4.73,On Time,Traffic
1735103712,84185,01-08-2023 19:45,01-08-2023 19:43,-2,4.98,On Time,
5883302671,54269,16-05-2024 11:21,16-05-2024 11:27,6,1.8,Slightly Delayed,Traffic
594829702,60840,28-04-2024 17:49,28-04-2024 17:45,-4,1.36,On Time,
9247018082,66827,28-01-2023 19:51,28-01-2023 19:49,-2,1.54,On Time,
3071532375,53086,08-05-2024 08:59,08-05-2024 09:10,11,2.75,Slightly Delayed,Traffic
5973398590,85788,13-07-2025 21:37,13-07-2025 21:34,-3,2.42,On Time,
6340454937,67266,09-06-2023 00:20,09-06-2023 00:19,-1,4.21,On Time,
2406805900,1903,25-05-2025 14:08,25-05-2025 14:07,-1,3.97,On Time,
5654886158,49050,26-01-2025 17:54,26-01-2025 18:03,9,3.85,Slightly Delayed,Traffic
9454974633,22044,16-11-2023 18:10,16-11-2023 18:05,-5,3.13,On Time,
9173632947,11882,30-11-2024 18:39,30-11-2024 18:39,0,0.69,On Time,
2950206167,13752,04-12-2025 07:26,04-12-2025 07:56,30,3.48,Significantly Delayed,Traffic
3267912738,9239,30-01-2023 01:55,30-01-2023 01:50,-5,1.43,On Time,
4480728702,5827,03-06-2023 15:40,03-06-2023 15:49,9,3.17,Slightly Delayed,Traffic
6108667607,32954,23-04-2023 04:24,23-04-2023 04:37,13,2.78,Slightly Delayed,Traffic
5840486841,29570,06-06-2024 01:59,06-06-2024 02:03,4,1.8,On Time,Traffic
7884011532,30297,24-09-2023 22:42,24-09-2023 22:42,0,4.7,On Time,
1353280051,80524,01-02-2025 14:15,01-02-2025 14:12,-3,1.02,On Time,
9390778608,44407,15-05-2025 22:29,15-05-2025 22:43,14,4.97,Slightly Delayed,Traffic
1254920932,96083,19-09-2025 16:00,19-09-2025 15:58,-2,4.17,On Time,
9031832957,80774,26-03-2023 22:38,26-03-2023 22:41,3,2.39,On Time,Traffic
681134413,88362,27-02-2024 02:14,27-02-2024 02:11,-3,1.61,On Time,
6745150384,38893,23-11-2024 17:44,23-11-2024 17:41,-3,3.56,On Time,
5093336377,78586,13-11-2023 20:49,13-11-2023 20:52,3,1.06,On Time,Traffic
1841828198,85247,30-06-2025 02:38,30-06-2025 02:37,-1,1.09,On Time,
1329806649,78352,03-06-2025 17:43,03-06-2025 17:54,11,4.87,Slightly Delayed,Traffic
7724671260,67914,18-09-2024 07:43,18-09-2024 07:43,0,4.14,On Time,
7619242345,99016,12-12-2025 18:11,12-12-2025 18:14,3,2.73,On Time,Traffic
5506028858,83940,21-10-2024 04:53,21-10-2024 04:49,-4,1.77,On Time,
9028847903,82862,07-05-2023 13:16,07-05-2023 13:11,-5,0.85,On Time,
8689499453,33043,29-05-2025 17:00,29-05-2025 17:21,21,3.43,Significantly Delayed,Traffic
5727835774,1502,08-01-2023 14:52,08-01-2023 14:52,0,0.79,On Time,
572877112,20686,05-07-2023 22:15,05-07-2023 22:29,14,4.53,Slightly Delayed,Traffic
3317480038,19369,22-02-2024 04:55,22-02-2024 04:58,3,0.95,On Time,Traffic
843440551,33084,10-02-2023 21:03,10-02-2023 20:58,-5,4.18,On Time,
9816045979,12845,02-02-2024 11:03,02-02-2024 11:30,27,4.17,Significantly Delayed,Traffic
167573879,73834,31-01-2025 21:22,31-01-2025 21:25,3,2,On Time,Traffic
2978261975,65725,17-04-2024 20:56,17-04-2024 21:01,5,0.85,On Time,Traffic
2033000421,14996,21-07-2025 14:51,21-07-2025 14:57,6,0.99,Slightly Delayed,Traffic
3641007659,87756,08-02-2025 09:06,08-02-2025 09:04,-2,4.64,On Time,
7249330972,59178,05-04-2023 23:40,06-04-2023 00:05,25,4.73,Significantly Delayed,Traffic
3676426439,61012,31-10-2024 21:11,31-10-2024 21:12,1,1.12,On Time,Traffic
5296111794,55541,26-08-2024 07:22,26-08-2024 07:24,2,0.79,On Time,Traffic
7598616975,28738,01-06-2024 12:27,01-06-2024 12:30,3,1.9,On Time,Traffic
6970086438,61372,19-10-2025 02:54,19-10-2025 02:59,5,4.23,On Time,Traffic
7157628999,8962,16-06-2023 05:08,16-06-2023 05:32,24,1.86,Significantly Delayed,Traffic
6760606769,99877,24-08-2024 12:21,24-08-2024 12:22,1,2.42,On Time,Traffic
2632061612,38559,13-06-2024 04:36,13-06-2024 04:37,1,3.62,On Time,Traffic
250087656,46854,21-06-2025 20:28,21-06-2025 20:35,7,1.29,Slightly Delayed,Traffic
2694643360,93472,06-03-2023 07:49,06-03-2023 08:10,21,2.04,Significantly Delayed,Traffic
2383293596,37740,10-10-2023 19:35,10-10-2023 19:56,21,0.68,Significantly Delayed,Traffic
9111338105,99552,25-04-2024 13:04,25-04-2024 13:17,13,1.8,Slightly Delayed,Traffic
2513875599,32740,10-05-2024 10:25,10-05-2024 10:49,24,4.09,Significantly Delayed,Traffic
1756218579,95517,18-03-2025 15:28,18-03-2025 15:25,-3,4.88,On Time,
8414271931,3998,29-06-2024 11:40,29-06-2024 11:53,13,3.61,Slightly Delayed,Traffic
3301640248,63247,07-10-2023 06:06,07-10-2023 06:08,2,0.83,On Time,Traffic
6910483406,6430,08-10-2024 17:59,08-10-2024 17:58,-1,1.53,On Time,
6255758842,86512,09-11-2024 07:00,09-11-2024 07:01,1,2.33,On Time,Traffic
5001430441,82775,05-10-2025 05:33,05-10-2025 05:38,5,3.26,On Time,Traffic
5937608693,62279,12-06-2024 18:07,12-06-2024 18:02,-5,0.85,On Time,
3408588551,64713,26-10-2023 03:53,26-10-2023 03:57,4,4.88,On Time,Traffic
1151550780,70519,15-06-2024 07:20,15-06-2024 07:17,-3,1.75,On Time,
3136543976,93118,13-02-2025 22:07,13-02-2025 22:02,-5,4.91,On Time,
737129614,53740,28-12-2025 19:13,28-12-2025 19:10,-3,2.94,On Time,
975352168,10345,15-03-2025 18:43,15-03-2025 19:03,20,4.9,Significantly Delayed,Traffic
2384723023,59724,12-12-2023 15:09,12-12-2023 15:04,-5,2.73,On Time,
316413045,3829,02-11-2023 12:09,02-11-2023 12:14,5,1.98,On Time,Traffic
527978772,18005,24-11-2023 05:26,24-11-2023 05:25,-1,2.62,On Time,
8076071563,8482,23-06-2025 21:34,23-06-2025 21:29,-5,0.89,On Time,
1354279494,19322,25-12-2023 20:15,25-12-2023 20:15,0,1.07,On Time,
8685142876,57864,10-10-2024 11:46,10-10-2024 11:42,-4,0.61,On Time,
5560378124,10939,10-05-2024 22:51,10-05-2024 23:10,19,2.62,Significantly Delayed,Traffic
3435364114,74201,27-02-2025 10:02,27-02-2025 10:24,22,0.98,Significantly Delayed,Traffic
6155624458,29114,28-05-2023 02:43,28-05-2023 03:04,21,2.21,Significantly Delayed,Traffic
4785975781,50358,25-12-2025 10:16,25-12-2025 10:21,5,3.5,On Time,Traffic
1706664997,2467,16-11-2025 15:48,16-11-2025 15:52,4,1.14,On Time,Traffic
5603110067,16222,11-01-2023 19:30,11-01-2023 19:34,4,3.43,On Time,Traffic
2325891093,84721,14-03-2024 08:40,14-03-2024 08:56,16,3.73,Significantly Delayed,Traffic
5520868662,80277,12-03-2023 16:18,12-03-2023 16:23,5,1.77,On Time,Traffic
8600732831,48451,06-06-2023 14:40,06-06-2023 15:01,21,2.65,Significantly Delayed,Traffic
1192035966,65000,20-02-2025 23:16,20-02-2025 23:21,5,4.51,On Time,Traffic
6483297518,42978,04-01-2024 16:37,04-01-2024 16:34,-3,0.95,On Time,
6492500271,2171,09-02-2024 14:56,09-02-2024 15:07,11,4.36,Slightly Delayed,Traffic
9046076211,99471,14-06-2025 08:04,14-06-2025 08:01,-3,1.71,On Time,
8358283689,38938,13-03-2024 03:51,13-03-2024 03:58,7,1.21,Slightly Delayed,Traffic
7641601306,75981,14-10-2024 00:03,13-10-2024 23:58,-5,0.89,On Time,
6631347622,42104,12-01-2025 15:55,12-01-2025 16:00,5,0.55,On Time,Traffic
5332443803,47645,06-10-2023 16:04,06-10-2023 16:06,2,0.93,On Time,Traffic
3840038457,39427,27-08-2025 13:54,27-08-2025 14:07,13,0.78,Slightly Delayed,Traffic
759618900,21856,02-07-2023 10:24,02-07-2023 10:41,17,4.08,Significantly Delayed,Traffic
3449293513,28353,19-10-2023 19:44,19-10-2023 19:41,-3,1.96,On Time,
4778979179,92431,25-02-2023 07:46,25-02-2023 07:48,2,1,On Time,Traffic
7742817378,51888,29-04-2025 09:15,29-04-2025 09:39,24,2.05,Significantly Delayed,Traffic
3538332341,7162,18-11-2025 02:54,18-11-2025 02:58,4,4.8,On Time,Traffic
8740816987,46778,07-03-2023 16:34,07-03-2023 16:33,-1,1.43,On Time,
6722908151,13567,09-02-2024 17:48,09-02-2024 17:50,2,1.29,On Time,Traffic
4940555863,74675,05-02-2023 23:07,05-02-2023 23:17,10,0.58,Slightly Delayed,Traffic
3804119039,25733,17-04-2025 05:07,17-04-2025 05:20,13,0.92,Slightly Delayed,Traffic
7475902612,62707,05-11-2023 16:14,05-11-2023 16:10,-4,1.01,On Time,
9086427340,75505,15-10-2023 17:55,15-10-2023 17:59,4,1.06,On Time,Traffic
398338006,14205,06-09-2024 20:33,06-09-2024 20:39,6,4.02,Slightly Delayed,Traffic
497786232,56899,30-10-2024 04:48,30-10-2024 04:56,8,2.26,Slightly Delayed,Traffic
9444968664,78678,12-10-2023 05:30,12-10-2023 05:42,12,2,Slightly Delayed,Traffic
1764538016,84409,23-02-2023 04:34,23-02-2023 04:34,0,4.31,On Time,
9570720596,92664,16-07-2025 14:08,16-07-2025 14:06,-2,0.73,On Time,
9013128849,87126,15-05-2025 23:49,15-05-2025 23:56,7,3.06,Slightly Delayed,Traffic
2899037904,85967,04-03-2025 09:10,04-03-2025 09:32,22,1.95,Significantly Delayed,Traffic
5077320761,60847,11-09-2025 11:06,11-09-2025 11:20,14,3.48,Slightly Delayed,Traffic
3947624948,95948,03-02-2024 17:16,03-02-2024 17:18,2,3.7,On Time,Traffic
9480493925,30693,13-11-2023 09:19,13-11-2023 09:19,0,4.28,On Time,
8627912160,46189,19-08-2025 03:36,19-08-2025 03:33,-3,4.34,On Time,
8505455253,40504,20-01-2023 19:35,20-01-2023 19:38,3,3.02,On Time,Traffic
8002791900,96945,16-05-2023 06:20,16-05-2023 06:46,26,2.12,Significantly Delayed,Traffic
7995270207,63964,17-08-2023 19:25,17-08-2023 19:24,-1,2.34,On Time,
6978385927,71115,08-07-2023 08:00,08-07-2023 08:05,5,0.57,On Time,Traffic
7283527431,6602,04-04-2023 19:28,04-04-2023 19:24,-4,2.26,On Time,
8080689562,57233,02-07-2024 05:28,02-07-2024 05:46,18,1.47,Significantly Delayed,Traffic
658970190,7336,10-06-2024 10:18,10-06-2024 10:18,0,1.14,On Time,
7725365320,99146,02-07-2023 18:39,02-07-2023 18:41,2,4.08,On Time,Traffic
5640403470,1782,18-12-2025 20:48,18-12-2025 20:49,1,2.09,On Time,Traffic
9022037407,7583,19-07-2025 10:39,19-07-2025 10:59,20,0.98,Significantly Delayed,Traffic
2382749451,44642,27-10-2024 17:02,27-10-2024 17:19,17,4.68,Significantly Delayed,Traffic
6005104536,67959,02-09-2025 08:25,02-09-2025 08:20,-5,0.91,On Time,
428760022,99476,11-03-2023 00:39,11-03-2023 00:40,1,3.5,On Time,Traffic
2607172149,20273,01-03-2024 08:55,01-03-2024 09:01,6,4.87,Slightly Delayed,Traffic
6156914969,28976,05-05-2025 17:04,05-05-2025 17:18,14,3.64,Slightly Delayed,Traffic
1546148050,31575,24-05-2024 14:20,24-05-2024 14:15,-5,3.51,On Time,
3916379431,64015,03-12-2023 18:24,03-12-2023 18:19,-5,2.49,On Time,
9718887796,886,15-07-2025 12:48,15-07-2025 12:43,-5,2.48,On Time,
2426485317,38939,01-05-2025 22:47,01-05-2025 23:09,22,3.26,Significantly Delayed,Traffic
3141648845,89710,08-10-2025 07:20,08-10-2025 07:20,0,4.09,On Time,
8219196552,33667,26-01-2025 04:03,26-01-2025 04:05,2,0.57,On Time,Traffic
8324852027,31413,09-11-2024 02:01,09-11-2024 02:12,11,1.68,Slightly Delayed,Traffic
7799997754,16545,03-10-2023 06:03,03-10-2023 06:04,1,4.78,On Time,Traffic
3989797602,43334,15-01-2023 15:58,15-01-2023 16:03,5,1.98,On Time,Traffic
263120474,1332,04-12-2023 14:55,04-12-2023 14:55,0,0.72,On Time,
8129977330,59800,11-11-2025 23:18,11-11-2025 23:23,5,3.31,On Time,Traffic
5275886770,78185,06-09-2025 13:32,06-09-2025 13:35,3,3.1,On Time,Traffic
2682792559,55546,02-04-2023 21:32,02-04-2023 21:31,-1,2.97,On Time,
3128204634,61727,14-02-2025 02:43,14-02-2025 02:47,4,1.08,On Time,Traffic
1435285061,57389,02-03-2025 03:21,02-03-2025 03:25,4,4.03,On Time,Traffic
463195332,52554,07-11-2023 02:35,07-11-2023 02:36,1,2.08,On Time,Traffic
7223937259,98765,05-02-2024 12:50,05-02-2024 12:58,8,3.38,Slightly Delayed,Traffic
9174265486,51692,23-12-2024 23:31,23-12-2024 23:31,0,1.73,On Time,
8059622354,78273,21-06-2023 09:38,21-06-2023 09:39,1,4.11,On Time,Traffic
7699862657,84942,24-12-2025 05:20,24-12-2025 05:18,-2,4.14,On Time,
601437412,76925,02-11-2025 09:52,02-11-2025 09:51,-1,0.68,On Time,
2129862137,32196,31-03-2024 02:36,31-03-2024 02:34,-2,1.18,On Time,
7918793945,23843,03-03-2024 04:44,03-03-2024 04:43,-1,0.96,On Time,
4054152696,89472,11-08-2025 16:14,11-08-2025 16:14,0,3.05,On Time,
5486304890,6325,31-07-2023 19:35,31-07-2023 19:59,24,2.48,Significantly Delayed,Traffic
9415340065,55570,10-10-2024 02:24,10-10-2024 02:19,-5,3.19,On Time,
